turista_id,latitud,longitud,timestamp,tipo_turista,lugar_frecuentado
41,-41.862648,-73.852205,2026-03-15 22:44:56,nacional,Ancud
42,-42.491712,-73.776157,2026-06-09 15:45:03,residente,Castro
43,-43.093498,-73.607852,2026-09-08 22:49:54,nacional,Quellón
44,-42.496015,-73.752587,2026-12-01 15:22:12,nacional,Castro
45,-41.861693,-73.799471,2026-02-24 10:35:37,residente,Ancud
46,-41.872135,-73.806872,2026-12-25 13:27:32,nacional,Ancud
47,-42.610966,-73.805306,2026-02-08 00:34:31,nacional,Chonchi
48,-43.083971,-73.616754,2026-02-06 05:16:19,internacional,Quellón
49,-41.886862,-73.808858,2026-12-02 19:07:32,residente,Ancud
50,-42.481996,-73.760984,2026-06-01 14:59:40,excursionista,Castro
51,-42.629707,-73.745079,2026-10-11 16:48:10,residente,Chonchi
52,-41.865049,-73.808575,2026-01-23 17:06:13,nacional,Ancud
53,-43.120446,-73.611281,2026-07-05 03:59:27,internacional,Quellón
54,-42.475466,-73.763794,2026-03-14 04:00:51,nacional,Castro
55,-42.592003,-74.093268,2026-06-06 19:27:39,nacional,Cucao
56,-42.624025,-74.083921,2026-08-29 13:03:14,nacional,Cucao
57,-42.636371,-73.791608,2026-05-03 20:46:50,excursionista,Chonchi
58,-41.877255,-73.833986,2026-04-14 03:42:24,residente,Ancud
59,-41.876882,-73.833699,2026-05-03 18:59:06,nacional,Ancud
60,-42.54515,-73.74522,2026-02-08 19:53:34,nacional,Castro
61,-42.621358,-74.094346,2026-12-29 10:36:28,excursionista,Cucao
62,-42.470051,-73.773893,2026-03-03 06:18:25,residente,Castro
63,-42.631725,-74.131811,2026-11-10 10:43:00,nacional,Cucao
64,-43.111986,-73.630454,2026-09-15 15:13:51,nacional,Quellón
65,-41.873131,-73.782659,2026-10-16 07:49:30,internacional,Ancud
66,-42.381054,-73.638666,2026-05-14 03:52:33,internacional,Dalcahue
67,-43.12757,-73.627127,2026-07-09 17:26:48,excursionista,Quellón
68,-42.466795,-73.751647,2026-04-18 10:50:47,nacional,Castro
69,-42.487377,-73.753752,2026-04-12 17:36:00,internacional,Castro
70,-43.144493,-73.606539,2026-08-06 20:01:51,nacional,Quellón
71,-42.449396,-73.745017,2026-12-18 01:13:29,internacional,Castro
72,-42.607761,-74.104222,2026-08-03 13:54:25,internacional,Cucao
73,-42.612842,-73.761106,2026-12-16 03:06:53,nacional,Chonchi
74,-42.375215,-73.637588,2026-02-09 22:06:21,excursionista,Dalcahue
75,-42.610877,-74.120332,2026-08-30 00:59:04,internacional,Cucao
76,-41.837243,-73.8573,2026-11-11 20:56:24,internacional,Ancud
77,-42.594555,-73.76764,2026-05-10 00:11:34,residente,Chonchi
78,-43.096625,-73.641364,2026-04-14 14:48:34,internacional,Quellón
79,-43.089792,-73.593666,2026-11-30 10:40:08,residente,Quellón
80,-41.857143,-73.782004,2026-05-16 19:03:09,excursionista,Ancud
81,-41.865223,-73.794241,2026-06-04 17:58:19,excursionista,Ancud
82,-42.347667,-73.686176,2026-04-19 09:38:00,excursionista,Dalcahue
83,-43.145307,-73.618204,2026-11-24 15:29:31,excursionista,Quellón
84,-42.446843,-73.730339,2026-03-11 08:22:21,excursionista,Castro
85,-42.467667,-73.749897,2026-10-10 22:31:55,excursionista,Castro
86,-42.640522,-73.785533,2026-05-30 14:16:53,internacional,Chonchi
87,-42.360078,-73.645496,2026-07-21 22:00:31,internacional,Dalcahue
88,-42.418469,-73.632435,2026-12-24 14:12:23,excursionista,Dalcahue
89,-42.638258,-74.07594,2026-10-07 12:35:45,excursionista,Cucao
90,-42.631312,-74.090922,2026-06-06 06:38:36,excursionista,Cucao
91,-42.611498,-74.094616,2026-05-28 05:53:24,internacional,Cucao
92,-42.641269,-74.11583,2026-11-20 18:52:54,nacional,Cucao
93,-42.382986,-73.632229,2026-08-14 05:50:59,excursionista,Dalcahue
94,-42.648824,-73.762539,2026-07-18 12:29:13,residente,Chonchi
95,-43.114537,-73.609967,2026-07-20 04:21:39,excursionista,Quellón
96,-42.470087,-73.789289,2026-09-19 06:54:36,excursionista,Castro
97,-41.866163,-73.829828,2026-01-18 22:44:35,internacional,Ancud
98,-42.647167,-73.792016,2026-06-26 20:47:10,residente,Chonchi
99,-43.143676,-73.629716,2026-05-30 02:56:19,residente,Quellón
100,-42.622606,-73.745921,2026-01-03 03:40:53,nacional,Chonchi
101,-42.617277,-73.740319,2026-09-28 06:22:04,residente,Chonchi
102,-42.520219,-73.776189,2026-02-17 03:08:38,residente,Castro
103,-41.861219,-73.845633,2026-08-06 01:33:40,excursionista,Ancud
104,-42.645399,-73.790855,2026-07-16 00:52:24,residente,Chonchi
105,-42.634593,-74.104567,2026-12-01 13:42:52,residente,Cucao
106,-42.624383,-73.758657,2026-09-05 15:26:07,excursionista,Chonchi
107,-42.637849,-74.106814,2026-06-20 19:54:35,nacional,Cucao
108,-43.121391,-73.602626,2026-05-05 03:54:32,nacional,Quellón
109,-41.859377,-73.805934,2026-03-01 08:14:53,internacional,Ancud
110,-42.496482,-73.753775,2026-06-30 22:43:45,residente,Castro
111,-42.477566,-73.743895,2026-12-18 09:42:21,nacional,Castro
112,-42.62603,-74.106763,2026-05-17 14:37:46,excursionista,Cucao
113,-42.596622,-73.807689,2026-06-12 17:33:41,internacional,Chonchi
114,-42.619922,-73.753295,2026-01-12 06:31:51,residente,Chonchi
115,-42.394312,-73.678908,2026-10-09 05:51:34,internacional,Dalcahue
116,-42.579343,-73.796697,2026-07-27 10:23:35,nacional,Chonchi
117,-42.645845,-73.786691,2026-02-02 14:26:49,residente,Chonchi
118,-41.862062,-73.828763,2026-04-12 00:49:57,residente,Ancud
119,-42.374779,-73.635248,2026-10-23 15:10:30,residente,Dalcahue
120,-42.378171,-73.684791,2026-04-08 23:20:27,nacional,Dalcahue
121,-42.601352,-73.769477,2026-05-16 21:52:00,internacional,Chonchi
122,-43.077134,-73.597709,2026-01-16 15:13:58,nacional,Quellón
123,-41.868557,-73.816831,2026-03-01 04:18:23,internacional,Ancud
124,-41.87845,-73.818833,2026-03-26 15:34:36,residente,Ancud
125,-43.118877,-73.599343,2026-08-24 07:19:45,nacional,Quellón
126,-41.861301,-73.822193,2026-01-10 23:20:24,excursionista,Ancud
127,-42.644592,-74.148809,2026-06-04 01:05:14,internacional,Cucao
128,-42.510996,-73.78055,2026-04-05 07:31:13,nacional,Castro
129,-43.113261,-73.651331,2026-08-22 04:14:30,nacional,Quellón
130,-42.621215,-74.124376,2026-06-16 08:46:20,excursionista,Cucao
131,-42.499034,-73.762616,2026-11-26 22:37:07,residente,Castro
132,-42.587497,-73.743999,2026-09-04 20:04:57,residente,Chonchi
133,-43.111785,-73.607413,2026-07-22 15:01:55,excursionista,Quellón
134,-42.616599,-74.128995,2026-07-07 18:31:24,residente,Cucao
135,-42.612552,-73.793639,2026-05-06 04:05:47,internacional,Chonchi
136,-42.486162,-73.742618,2026-10-19 10:56:45,residente,Castro
137,-42.638115,-74.119328,2026-01-12 03:30:12,residente,Cucao
138,-42.373438,-73.639493,2026-11-06 20:20:11,excursionista,Dalcahue
139,-42.383091,-73.62698,2026-12-08 19:11:42,excursionista,Dalcahue
140,-42.58091,-74.10531,2026-02-03 05:58:14,internacional,Cucao
141,-43.137264,-73.603892,2026-04-04 07:58:53,residente,Quellón
142,-43.122861,-73.635666,2026-01-07 16:43:07,nacional,Quellón
143,-42.373698,-73.623622,2026-04-29 22:02:49,excursionista,Dalcahue
144,-42.639198,-73.777647,2026-10-17 16:37:19,excursionista,Chonchi
145,-42.382777,-73.664486,2026-04-08 15:15:07,internacional,Dalcahue
146,-42.485413,-73.77742,2026-10-16 12:09:12,internacional,Castro
147,-41.865358,-73.800048,2026-10-09 09:37:18,excursionista,Ancud
148,-42.475114,-73.7751,2026-05-21 03:39:19,internacional,Castro
149,-42.35644,-73.648825,2026-04-17 12:46:00,nacional,Dalcahue
150,-42.508882,-73.771157,2026-02-19 01:00:36,residente,Castro
151,-42.466211,-73.778866,2026-07-02 07:05:47,residente,Castro
152,-42.648802,-73.732875,2026-04-09 01:16:08,residente,Chonchi
153,-42.474626,-73.778377,2026-01-29 18:29:45,nacional,Castro
154,-41.855995,-73.801635,2026-04-28 23:57:08,nacional,Ancud
155,-41.847185,-73.799565,2026-08-24 11:17:24,internacional,Ancud
156,-42.65336,-74.08122,2026-04-26 11:31:55,residente,Cucao
157,-42.384364,-73.653452,2026-10-15 10:07:56,nacional,Dalcahue
158,-41.879648,-73.830312,2026-02-01 12:43:19,internacional,Ancud
159,-41.866425,-73.813988,2026-01-02 00:56:22,residente,Ancud
160,-42.63114,-73.791027,2026-01-13 16:13:31,internacional,Chonchi
161,-42.386093,-73.677828,2026-06-26 07:52:43,nacional,Dalcahue
162,-43.116733,-73.602566,2026-11-04 06:57:48,internacional,Quellón
163,-42.613952,-73.763719,2026-02-27 20:40:54,excursionista,Chonchi
164,-41.85993,-73.815597,2026-04-30 11:08:59,excursionista,Ancud
165,-42.604077,-73.752835,2026-09-29 17:59:26,residente,Chonchi
166,-42.399604,-73.650862,2026-02-01 05:46:20,nacional,Dalcahue
167,-42.625976,-73.796575,2026-01-11 01:04:41,nacional,Chonchi
168,-41.83645,-73.828413,2026-08-12 09:14:39,nacional,Ancud
169,-43.107967,-73.637852,2026-10-24 08:41:29,internacional,Quellón
170,-42.642912,-73.774512,2026-04-19 00:36:25,internacional,Chonchi
171,-42.654983,-74.095152,2026-02-05 10:26:27,residente,Cucao
172,-42.391886,-73.642174,2026-02-10 14:56:29,internacional,Dalcahue
173,-42.396493,-73.639703,2026-09-15 07:43:34,residente,Dalcahue
174,-42.617076,-74.106334,2026-04-09 00:31:40,excursionista,Cucao
175,-42.464603,-73.765412,2026-07-19 20:23:04,nacional,Castro
176,-43.104539,-73.631264,2026-01-22 01:13:07,internacional,Quellón
177,-42.644143,-74.085007,2026-08-31 21:13:55,residente,Cucao
178,-42.476063,-73.740238,2026-12-27 06:32:12,excursionista,Castro
179,-42.608415,-73.786309,2026-01-12 05:04:57,internacional,Chonchi
180,-43.105802,-73.597497,2026-08-03 11:21:22,residente,Quellón
181,-42.477132,-73.727892,2026-02-14 01:32:03,residente,Castro
182,-42.488839,-73.770332,2026-12-29 04:57:23,excursionista,Castro
183,-42.629758,-74.126027,2026-07-07 09:13:19,residente,Cucao
184,-41.879393,-73.817601,2026-03-16 00:37:02,internacional,Ancud
185,-42.487821,-73.73063,2026-06-11 03:32:37,excursionista,Castro
186,-42.624739,-74.106817,2026-10-09 23:17:08,excursionista,Cucao
187,-42.647774,-74.120825,2026-12-03 00:48:47,internacional,Cucao
188,-42.639678,-73.776176,2026-08-03 08:14:35,residente,Chonchi
189,-42.590453,-73.787078,2026-09-28 21:09:23,internacional,Chonchi
190,-42.650881,-74.084327,2026-06-09 12:42:05,nacional,Cucao
191,-42.379536,-73.678919,2026-11-12 02:52:44,residente,Dalcahue
192,-42.591767,-73.774521,2026-09-11 05:15:27,internacional,Chonchi
193,-42.614476,-73.77425,2026-08-18 04:52:49,excursionista,Chonchi
194,-42.468957,-73.775782,2026-07-24 06:13:09,residente,Castro
195,-42.485785,-73.780214,2026-09-12 07:00:15,internacional,Castro
196,-42.52922,-73.752952,2026-05-12 11:37:09,residente,Castro
197,-43.104136,-73.608832,2026-09-19 21:28:02,residente,Quellón
198,-42.4049,-73.677702,2026-07-09 12:00:00,nacional,Dalcahue
199,-42.601491,-74.097504,2026-12-24 15:40:52,excursionista,Cucao
200,-41.87009,-73.8395,2026-02-08 05:33:23,nacional,Ancud
201,-42.615982,-73.759062,2026-01-12 05:48:28,nacional,Chonchi
202,-42.374312,-73.665174,2026-05-26 13:46:19,residente,Dalcahue
203,-41.869024,-73.801761,2026-09-22 18:50:24,internacional,Ancud
204,-41.858503,-73.798301,2026-05-29 13:34:16,internacional,Ancud
205,-42.615059,-73.77741,2026-06-29 02:13:43,excursionista,Chonchi
206,-42.623683,-73.769728,2026-11-09 11:43:25,residente,Chonchi
207,-42.383237,-73.660282,2026-06-21 13:13:11,excursionista,Dalcahue
208,-42.638594,-74.06424,2026-09-26 02:11:17,excursionista,Cucao
209,-42.616837,-73.782111,2026-05-30 09:36:03,residente,Chonchi
210,-42.480717,-73.738628,2026-08-12 05:38:07,excursionista,Castro
211,-43.132139,-73.568879,2026-09-13 15:08:47,residente,Quellón
212,-42.34262,-73.648968,2026-10-30 06:23:24,nacional,Dalcahue
213,-42.625633,-74.14213,2026-12-17 15:57:48,excursionista,Cucao
214,-41.882822,-73.830754,2026-09-05 05:42:31,internacional,Ancud
215,-42.624719,-74.077885,2026-10-26 01:20:45,internacional,Cucao
216,-43.097474,-73.602099,2026-01-16 07:26:42,excursionista,Quellón
217,-42.606825,-73.768631,2026-02-21 00:50:48,nacional,Chonchi
218,-42.387248,-73.634271,2026-03-19 23:32:35,internacional,Dalcahue
219,-42.612341,-74.120136,2026-07-14 21:03:58,excursionista,Cucao
220,-41.871171,-73.786742,2026-07-07 03:08:50,excursionista,Ancud
221,-43.095888,-73.640242,2026-07-01 21:09:53,nacional,Quellón
222,-41.869364,-73.833167,2026-09-20 15:47:38,residente,Ancud
223,-42.645768,-74.084324,2026-01-06 09:43:52,excursionista,Cucao
224,-42.612287,-74.096003,2026-10-18 21:17:38,excursionista,Cucao
225,-42.643432,-74.090642,2026-05-25 06:23:07,nacional,Cucao
226,-43.117789,-73.612568,2026-12-10 09:39:57,excursionista,Quellón
227,-42.623436,-74.1017,2026-11-16 22:53:18,residente,Cucao
228,-43.124139,-73.599143,2026-02-24 06:48:58,nacional,Quellón
229,-42.489624,-73.742243,2026-02-07 17:53:42,internacional,Castro
230,-42.611574,-74.0932,2026-09-18 09:23:04,residente,Cucao
231,-42.625106,-74.118517,2026-06-11 03:00:14,nacional,Cucao
232,-42.655423,-73.800488,2026-04-19 15:22:01,nacional,Chonchi
233,-43.131585,-73.602441,2026-04-02 16:43:45,excursionista,Quellón
234,-42.4655,-73.764059,2026-12-17 04:25:04,excursionista,Castro
235,-42.491967,-73.755025,2026-02-17 10:36:39,residente,Castro
236,-42.496038,-73.784012,2026-08-20 21:48:13,nacional,Castro
237,-42.479518,-73.775092,2026-02-18 21:41:44,internacional,Castro
238,-42.4716,-73.782063,2026-08-16 17:29:11,internacional,Castro
239,-41.874519,-73.811343,2026-12-16 17:33:27,nacional,Ancud
240,-42.372263,-73.658618,2026-02-20 11:36:52,excursionista,Dalcahue
241,-41.841859,-73.79729,2026-02-21 04:29:42,nacional,Ancud
242,-42.375301,-73.663653,2026-05-06 17:46:07,nacional,Dalcahue
243,-41.870604,-73.810972,2026-06-13 11:38:12,nacional,Ancud
244,-43.100114,-73.608967,2026-05-21 14:26:52,nacional,Quellón
245,-42.666997,-73.773247,2026-01-17 20:11:29,excursionista,Chonchi
246,-42.626413,-73.775749,2026-07-06 00:26:05,residente,Chonchi
247,-42.631767,-73.791435,2026-12-20 07:01:34,residente,Chonchi
248,-42.469802,-73.771388,2026-02-27 14:34:17,nacional,Castro
249,-41.87369,-73.795125,2026-08-01 23:03:08,excursionista,Ancud
250,-42.601476,-73.772947,2026-06-26 04:56:03,residente,Chonchi
251,-42.480227,-73.77055,2026-09-12 06:22:01,internacional,Castro
252,-42.635969,-73.768314,2026-05-12 15:04:17,residente,Chonchi
253,-42.630551,-73.768147,2026-06-15 17:43:43,excursionista,Chonchi
254,-43.11957,-73.572017,2026-09-24 17:38:09,residente,Quellón
255,-42.476211,-73.757876,2026-06-17 17:22:51,nacional,Castro
256,-43.120514,-73.649416,2026-08-05 01:45:04,nacional,Quellón
257,-42.602334,-74.114323,2026-09-18 04:58:34,nacional,Cucao
258,-42.639738,-73.751013,2026-10-19 09:09:21,residente,Chonchi
259,-43.104143,-73.611891,2026-05-02 08:14:05,excursionista,Quellón
260,-42.493587,-73.767855,2026-09-13 01:13:33,residente,Castro
261,-41.86011,-73.833986,2026-08-05 00:46:12,excursionista,Ancud
262,-42.480739,-73.785444,2026-11-10 11:50:54,residente,Castro
263,-42.591774,-74.113395,2026-08-27 06:55:02,nacional,Cucao
264,-42.59405,-74.122691,2026-04-14 20:47:36,nacional,Cucao
265,-41.874146,-73.790108,2026-12-24 21:21:08,excursionista,Ancud
266,-42.342276,-73.649406,2026-08-08 22:29:42,residente,Dalcahue
267,-42.466583,-73.742168,2026-01-12 21:44:41,nacional,Castro
268,-43.135367,-73.619929,2026-06-26 04:17:06,excursionista,Quellón
269,-41.889412,-73.799323,2026-10-29 16:37:57,nacional,Ancud
270,-42.465736,-73.73699,2026-01-20 07:49:12,nacional,Castro
271,-42.396312,-73.644185,2026-08-24 18:21:30,residente,Dalcahue
272,-42.627979,-73.742332,2026-02-14 04:51:21,excursionista,Chonchi
273,-42.602811,-73.754805,2026-08-19 08:24:42,residente,Chonchi
274,-42.62733,-74.112861,2026-06-03 12:07:18,nacional,Cucao
275,-42.470342,-73.72037,2026-10-26 00:12:57,internacional,Castro
276,-42.380833,-73.641977,2026-07-13 03:58:02,residente,Dalcahue
277,-41.854421,-73.804195,2026-03-31 08:47:14,excursionista,Ancud
278,-42.506248,-73.744145,2026-06-19 09:51:40,nacional,Castro
279,-42.592076,-73.789232,2026-08-12 14:27:51,residente,Chonchi
280,-42.645832,-74.093558,2026-04-23 10:28:38,nacional,Cucao
281,-42.607785,-73.770116,2026-11-08 04:51:49,residente,Chonchi
282,-43.11143,-73.620335,2026-11-24 23:09:53,nacional,Quellón
283,-41.88644,-73.81314,2026-01-31 13:02:38,residente,Ancud
284,-42.378936,-73.663536,2026-10-30 13:54:17,internacional,Dalcahue
285,-42.491438,-73.762583,2026-07-18 01:05:51,internacional,Castro
286,-42.405516,-73.614287,2026-09-08 15:57:52,internacional,Dalcahue
287,-41.858647,-73.811968,2026-03-09 09:07:41,internacional,Ancud
288,-43.078816,-73.596423,2026-09-01 20:54:24,residente,Quellón
289,-42.622751,-73.802593,2026-06-24 08:06:00,excursionista,Chonchi
290,-43.126022,-73.598873,2026-07-02 02:39:40,residente,Quellón
291,-43.1229,-73.602962,2026-01-22 19:33:43,excursionista,Quellón
292,-42.606703,-74.099095,2026-01-15 14:31:29,nacional,Cucao
293,-42.375068,-73.657066,2026-12-02 15:23:38,nacional,Dalcahue
294,-42.639324,-74.117983,2026-08-14 09:03:43,nacional,Cucao
295,-42.603885,-73.784877,2026-03-15 02:31:08,excursionista,Chonchi
296,-42.634774,-74.10653,2026-01-25 00:42:16,residente,Cucao
297,-42.469777,-73.793821,2026-10-05 09:54:12,nacional,Castro
298,-42.627689,-74.112141,2026-10-02 19:30:44,residente,Cucao
299,-42.648013,-73.77592,2026-05-22 07:46:29,excursionista,Chonchi
300,-42.402212,-73.630612,2026-09-21 15:47:07,nacional,Dalcahue
301,-43.122198,-73.621911,2026-02-06 16:51:33,residente,Quellón
302,-42.379041,-73.615644,2026-12-18 23:43:34,internacional,Dalcahue
303,-42.355438,-73.63778,2026-12-23 00:41:46,excursionista,Dalcahue
304,-42.351299,-73.656419,2026-06-02 05:18:47,internacional,Dalcahue
305,-42.626537,-74.115422,2026-08-06 01:31:52,residente,Cucao
306,-43.109667,-73.648448,2026-09-18 05:56:15,nacional,Quellón
307,-43.128481,-73.635429,2026-01-08 01:55:15,excursionista,Quellón
308,-42.373297,-73.639483,2026-10-25 13:05:36,residente,Dalcahue
309,-41.868262,-73.810613,2026-01-30 23:13:50,excursionista,Ancud
310,-42.504999,-73.763083,2026-10-14 20:39:39,nacional,Castro
311,-43.134116,-73.590356,2026-02-20 21:27:56,residente,Quellón
312,-41.851909,-73.791371,2026-10-27 11:09:09,internacional,Ancud
313,-43.135314,-73.609533,2026-09-20 16:09:33,internacional,Quellón
314,-42.646702,-73.791458,2026-11-01 09:32:55,residente,Chonchi
315,-41.884838,-73.823585,2026-11-11 00:55:14,residente,Ancud
316,-41.899144,-73.78808,2026-06-21 02:39:55,residente,Ancud
317,-42.374859,-73.671751,2026-06-12 14:12:06,internacional,Dalcahue
318,-41.86659,-73.82962,2026-04-08 02:11:55,nacional,Ancud
319,-43.13541,-73.614491,2026-12-29 20:14:49,nacional,Quellón
320,-43.098289,-73.645547,2026-04-21 16:58:47,nacional,Quellón
321,-41.875278,-73.781618,2026-02-27 05:23:20,residente,Ancud
322,-42.470561,-73.766214,2026-06-25 04:49:03,excursionista,Castro
323,-42.498164,-73.752782,2026-05-26 05:34:25,internacional,Castro
324,-42.606161,-73.7728,2026-01-11 22:43:37,excursionista,Chonchi
325,-42.468739,-73.784093,2026-11-04 08:12:07,internacional,Castro
326,-41.83066,-73.810719,2026-07-03 11:35:56,internacional,Ancud
327,-43.142615,-73.611801,2026-12-18 19:12:13,nacional,Quellón
328,-42.483871,-73.727856,2026-08-02 03:13:34,residente,Castro
329,-42.480429,-73.775081,2026-02-17 07:42:32,nacional,Castro
330,-41.897717,-73.804857,2026-06-27 12:36:27,nacional,Ancud
331,-42.471622,-73.780122,2026-07-28 04:23:00,nacional,Castro
332,-43.131535,-73.617892,2026-02-25 18:13:59,excursionista,Quellón
333,-42.606809,-73.772035,2026-08-10 14:58:16,residente,Chonchi
334,-41.873603,-73.82684,2026-05-21 01:04:14,nacional,Ancud
335,-42.655022,-74.116749,2026-07-17 03:23:07,nacional,Cucao
336,-42.619842,-73.776037,2026-05-31 05:59:42,excursionista,Chonchi
337,-42.378885,-73.667717,2026-01-27 05:42:02,excursionista,Dalcahue
338,-41.872409,-73.845477,2026-10-27 14:54:50,excursionista,Ancud
339,-41.847951,-73.81408,2026-11-12 22:27:07,internacional,Ancud
340,-43.145271,-73.610481,2026-09-03 08:12:17,internacional,Quellón
341,-41.840971,-73.808273,2026-06-27 17:52:58,nacional,Ancud
342,-42.36906,-73.620407,2026-12-11 00:09:53,nacional,Dalcahue
343,-42.358805,-73.659608,2026-11-13 16:08:07,residente,Dalcahue
344,-42.353312,-73.644876,2026-04-22 02:44:48,excursionista,Dalcahue
345,-42.471848,-73.774073,2026-02-18 08:11:28,excursionista,Castro
346,-42.600788,-73.791196,2026-12-14 10:37:32,residente,Chonchi
347,-42.357809,-73.654264,2026-07-13 05:15:14,excursionista,Dalcahue
348,-42.625384,-74.100666,2026-06-14 20:37:25,nacional,Cucao
349,-42.650365,-73.792283,2026-07-31 20:11:23,excursionista,Chonchi
350,-42.365774,-73.641157,2026-04-25 19:33:50,excursionista,Dalcahue
351,-42.638761,-73.783601,2026-09-25 21:04:26,residente,Chonchi
352,-42.406012,-73.641343,2026-12-21 00:47:42,excursionista,Dalcahue
353,-42.610179,-74.108268,2026-11-04 09:06:28,nacional,Cucao
354,-42.491334,-73.77817,2026-07-19 06:18:29,internacional,Castro
355,-42.46724,-73.742759,2026-10-31 10:21:19,residente,Castro
356,-42.473334,-73.752589,2026-09-08 13:21:13,excursionista,Castro
357,-42.395866,-73.635159,2026-08-23 23:53:33,internacional,Dalcahue
358,-43.134681,-73.611236,2026-06-22 09:48:50,nacional,Quellón
359,-42.613437,-74.094998,2026-05-03 02:17:04,excursionista,Cucao
360,-41.865702,-73.821313,2026-03-14 06:05:36,residente,Ancud
361,-42.642131,-74.093029,2026-04-12 15:56:07,excursionista,Cucao
362,-43.175127,-73.596618,2026-04-21 21:46:09,residente,Quellón
363,-41.844416,-73.795756,2026-06-25 13:20:35,internacional,Ancud
364,-43.125462,-73.613991,2026-09-22 20:02:28,excursionista,Quellón
365,-43.12199,-73.611202,2026-07-30 13:24:12,excursionista,Quellón
366,-42.361715,-73.673627,2026-12-27 03:17:25,internacional,Dalcahue
367,-42.387743,-73.651303,2026-03-20 01:16:22,internacional,Dalcahue
368,-41.868657,-73.824322,2026-08-04 03:51:14,excursionista,Ancud
369,-42.616058,-73.793716,2026-08-26 15:46:19,nacional,Chonchi
370,-42.508496,-73.695732,2026-10-07 04:21:03,residente,Castro
371,-42.640247,-74.098279,2026-08-12 06:27:40,nacional,Cucao
372,-41.844276,-73.824757,2026-06-24 18:03:58,residente,Ancud
373,-43.127578,-73.617627,2026-11-18 23:20:26,internacional,Quellón
374,-41.905773,-73.804045,2026-01-22 12:29:06,nacional,Ancud
375,-42.61842,-74.099246,2026-05-06 07:24:58,internacional,Cucao
376,-42.358,-73.657855,2026-04-21 07:31:19,nacional,Dalcahue
377,-42.363688,-73.608292,2026-04-17 14:04:08,internacional,Dalcahue
378,-43.125443,-73.595585,2026-07-15 04:19:16,internacional,Quellón
379,-42.614876,-74.111837,2026-09-13 19:50:07,excursionista,Cucao
380,-42.589856,-74.098901,2026-02-01 13:03:06,nacional,Cucao
381,-43.116341,-73.630591,2026-03-23 20:52:35,residente,Quellón
382,-42.638174,-74.124298,2026-09-01 13:35:32,excursionista,Cucao
383,-43.098288,-73.622162,2026-11-09 12:14:13,residente,Quellón
384,-42.404933,-73.642888,2026-03-03 09:24:59,residente,Dalcahue
